CustomerID,CompanyName,City,Country,OrderID,OrderDate,ProductName,Quantity,UnitPrice,TotalPrice,Month,Year
VICTE,Victuailles en stock,Lyon,France,10459,1997-02-27,Uncle Bob's Organic Dried Pears,16.0,24.0,384.0,February,1997
VICTE,Victuailles en stock,Lyon,France,10459,1997-02-27,Spegesild,20.0,9.6,192.0,February,1997
VICTE,Victuailles en stock,Lyon,France,10459,1997-02-27,Mozzarella di Giovanni,40.0,27.8,1112.0,February,1997
FOLKO,Folk och fä HB,Bräcke,Sweden,10460,1997-02-28,Scottish Longbreads,21.0,10.0,210.0,February,1997
FOLKO,Folk och fä HB,Bräcke,Sweden,10460,1997-02-28,Rhönbräu Klosterbier,4.0,6.2,24.8,February,1997
LILAS,LILA-Supermercado,Barquisimeto,Venezuela,10461,1997-02-28,Sir Rodney's Scones,40.0,8.0,320.0,February,1997
LILAS,LILA-Supermercado,Barquisimeto,Venezuela,10461,1997-02-28,Nord-Ost Matjeshering,28.0,20.7,579.6,February,1997
LILAS,LILA-Supermercado,Barquisimeto,Venezuela,10461,1997-02-28,Pâté chinois,60.0,19.2,1152.0,February,1997
CONSH,Consolidated Holdings,London,Uk,10462,1997-03-03,Konbu,1.0,4.8,4.8,March,1997
CONSH,Consolidated Holdings,London,Uk,10462,1997-03-03,Tunnbröd,21.0,7.2,151.2,March,1997
SUPRD,Supremes délices,Charleroi,Belgium,10463,1997-03-04,Teatime Chocolate Biscuits,21.0,7.3,153.3,March,1997
SUPRD,Supremes délices,Charleroi,Belgium,10463,1997-03-04,Singaporean Hokkien Fried Mee,50.0,11.2,560.0,March,1997
FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,10464,1997-03-04,Chef Anton's Cajun Seasoning,16.0,17.6,281.6,March,1997
FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,10464,1997-03-04,Ipoh Coffee,3.0,36.8,110.4,March,1997
FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,10464,1997-03-04,Gnocchi di nonna Alice,30.0,30.4,912.0,March,1997
FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,10464,1997-03-04,Camembert Pierrot,20.0,27.2,544.0,March,1997
VAFFE,Vaffeljernet,Arhus,Denmark,10465,1997-03-05,Guaraná Fantástica,25.0,3.6,90.0,March,1997
VAFFE,Vaffeljernet,Arhus,Denmark,10465,1997-03-05,Thüringer Rostbratwurst,18.0,99.0,1782.0,March,1997
VAFFE,Vaffeljernet,Arhus,Denmark,10465,1997-03-05,Boston Crab Meat,20.0,14.7,294.0,March,1997
VAFFE,Vaffeljernet,Arhus,Denmark,10465,1997-03-05,Rogede sild,30.0,7.6,228.0,March,1997
VAFFE,Vaffeljernet,Arhus,Denmark,10465,1997-03-05,Valkoinen suklaa,25.0,13.0,325.0,March,1997
COMMI,Comércio Mineiro,Sao Paulo,Brazil,10466,1997-03-06,Queso Cabrales,10.0,16.8,168.0,March,1997
COMMI,Comércio Mineiro,Sao Paulo,Brazil,10466,1997-03-06,Spegesild,5.0,9.6,48.0,March,1997
MAGAA,Magazzini Alimentari Riuniti,Bergamo,Italy,10467,1997-03-06,Guaraná Fantástica,28.0,3.6,100.8,March,1997
MAGAA,Magazzini Alimentari Riuniti,Bergamo,Italy,10467,1997-03-06,NuNuCa Nuß-Nougat-Creme,12.0,11.2,134.4,March,1997
KOENE,Königlich Essen,Brandenburg,Germany,10468,1997-03-07,Nord-Ost Matjeshering,8.0,20.7,165.6,March,1997
KOENE,Königlich Essen,Brandenburg,Germany,10468,1997-03-07,Ipoh Coffee,15.0,36.8,552.0,March,1997
WHITC,White Clover Markets,Seattle,Usa,10469,1997-03-10,Chang,40.0,15.2,608.0,March,1997
WHITC,White Clover Markets,Seattle,Usa,10469,1997-03-10,Pavlova,35.0,13.9,486.5,March,1997
WHITC,White Clover Markets,Seattle,Usa,10469,1997-03-10,Gula Malacca,2.0,15.5,31.0,March,1997
BONAP,Bon app',Marseille,France,10470,1997-03-11,Carnarvon Tigers,30.0,50.0,1500.0,March,1997
BONAP,Bon app',Marseille,France,10470,1997-03-11,Tunnbröd,15.0,7.2,108.0,March,1997
BONAP,Bon app',Marseille,France,10470,1997-03-11,Wimmers gute Semmelknödel,8.0,26.6,212.8,March,1997
BSBEV,B's Beverages,London,Uk,10471,1997-03-11,Uncle Bob's Organic Dried Pears,30.0,24.0,720.0,March,1997
BSBEV,B's Beverages,London,Uk,10471,1997-03-11,Gnocchi di nonna Alice,20.0,30.4,608.0,March,1997
SEVES,Seven Seas Imports,London,Uk,10472,1997-03-12,Guaraná Fantástica,80.0,3.6,288.0,March,1997
SEVES,Seven Seas Imports,London,Uk,10472,1997-03-12,Manjimup Dried Apples,18.0,42.4,763.2,March,1997
ISLAT,Island Trading,Cowes,Uk,10473,1997-03-13,Geitost,12.0,2.0,24.0,March,1997
ISLAT,Island Trading,Cowes,Uk,10473,1997-03-13,Flotemysost,12.0,17.2,206.4,March,1997
PERIC,Pericles Comidas clásicas,México D.F.,Mexico,10474,1997-03-13,Tofu,12.0,18.6,223.2,March,1997
PERIC,Pericles Comidas clásicas,México D.F.,Mexico,10474,1997-03-13,Rössle Sauerkraut,18.0,36.4,655.2,March,1997
PERIC,Pericles Comidas clásicas,México D.F.,Mexico,10474,1997-03-13,Boston Crab Meat,21.0,14.7,308.7,March,1997
PERIC,Pericles Comidas clásicas,México D.F.,Mexico,10474,1997-03-13,Rhönbräu Klosterbier,10.0,6.2,62.0,March,1997
SUPRD,Supremes délices,Charleroi,Belgium,10475,1997-03-14,Gorgonzola Telino,35.0,10.0,350.0,March,1997
SUPRD,Supremes délices,Charleroi,Belgium,10475,1997-03-14,Louisiana Hot Spiced Okra,60.0,13.6,816.0,March,1997
SUPRD,Supremes délices,Charleroi,Belgium,10475,1997-03-14,Lakkalikööri,42.0,14.4,604.8,March,1997
HILAA,HILARION-Abastos,San Cristóbal,Venezuela,10476,1997-03-17,Pâté chinois,2.0,19.2,38.4,March,1997
HILAA,HILARION-Abastos,San Cristóbal,Venezuela,10476,1997-03-17,Outback Lager,12.0,12.0,144.0,March,1997
PRINI,Princesa Isabel Vinhos,Lisboa,Portugal,10477,1997-03-17,Chai,15.0,14.4,216.0,March,1997
PRINI,Princesa Isabel Vinhos,Lisboa,Portugal,10477,1997-03-17,Sir Rodney's Scones,21.0,8.0,168.0,March,1997
PRINI,Princesa Isabel Vinhos,Lisboa,Portugal,10477,1997-03-17,Chartreuse verte,20.0,14.4,288.0,March,1997
VICTE,Victuailles en stock,Lyon,France,10478,1997-03-18,Ikura,20.0,24.8,496.0,March,1997
RATTC,Rattlesnake Canyon Grocery,Albuquerque,Usa,10479,1997-03-19,Côte de Blaye,30.0,210.8,6324.0,March,1997
RATTC,Rattlesnake Canyon Grocery,Albuquerque,Usa,10479,1997-03-19,Perth Pasties,28.0,26.2,733.6,March,1997
RATTC,Rattlesnake Canyon Grocery,Albuquerque,Usa,10479,1997-03-19,Raclette Courdavault,60.0,44.0,2640.0,March,1997
RATTC,Rattlesnake Canyon Grocery,Albuquerque,Usa,10479,1997-03-19,Wimmers gute Semmelknödel,30.0,26.6,798.0,March,1997
FOLIG,Folies gourmandes,Lille,France,10480,1997-03-20,Zaanse koeken,30.0,7.6,228.0,March,1997
FOLIG,Folies gourmandes,Lille,France,10480,1997-03-20,Raclette Courdavault,12.0,44.0,528.0,March,1997
RICAR,Ricardo Adocicados,Rio De Janeiro,Brazil,10481,1997-03-20,Maxilaku,24.0,16.0,384.0,March,1997
RICAR,Ricardo Adocicados,Rio De Janeiro,Brazil,10481,1997-03-20,Camembert Pierrot,40.0,27.2,1088.0,March,1997
LAZYK,Lazy K Kountry Store,Walla Walla,Usa,10482,1997-03-21,Boston Crab Meat,10.0,14.7,147.0,March,1997
WHITC,White Clover Markets,Seattle,Usa,10483,1997-03-24,Sasquatch Ale,35.0,11.2,392.0,March,1997
WHITC,White Clover Markets,Seattle,Usa,10483,1997-03-24,Original Frankfurter grüne Soße,30.0,10.4,312.0,March,1997
BSBEV,B's Beverages,London,Uk,10484,1997-03-24,Sir Rodney's Scones,14.0,8.0,112.0,March,1997
BSBEV,B's Beverages,London,Uk,10484,1997-03-24,Boston Crab Meat,10.0,14.7,147.0,March,1997
BSBEV,B's Beverages,London,Uk,10484,1997-03-24,Manjimup Dried Apples,3.0,42.4,127.2,March,1997
LINOD,LINO-Delicateses,I. De Margarita,Venezuela,10485,1997-03-25,Chang,20.0,15.2,304.0,March,1997
LINOD,LINO-Delicateses,I. De Margarita,Venezuela,10485,1997-03-25,Aniseed Syrup,20.0,8.0,160.0,March,1997
LINOD,LINO-Delicateses,I. De Margarita,Venezuela,10485,1997-03-25,Pâté chinois,30.0,19.2,576.0,March,1997
LINOD,LINO-Delicateses,I. De Margarita,Venezuela,10485,1997-03-25,Outback Lager,60.0,12.0,720.0,March,1997
HILAA,HILARION-Abastos,San Cristóbal,Venezuela,10486,1997-03-26,Queso Cabrales,5.0,16.8,84.0,March,1997
HILAA,HILARION-Abastos,San Cristóbal,Venezuela,10486,1997-03-26,Manjimup Dried Apples,25.0,42.4,1060.0,March,1997
HILAA,HILARION-Abastos,San Cristóbal,Venezuela,10486,1997-03-26,Longlife Tofu,16.0,8.0,128.0,March,1997
QUEEN,Queen Cozinha,Sao Paulo,Brazil,10487,1997-03-26,Teatime Chocolate Biscuits,5.0,7.3,36.5,March,1997
QUEEN,Queen Cozinha,Sao Paulo,Brazil,10487,1997-03-26,Gumbär Gummibärchen,30.0,24.9,747.0,March,1997
QUEEN,Queen Cozinha,Sao Paulo,Brazil,10487,1997-03-26,Tourtiere,24.0,5.9,141.6,March,1997
FRANK,Frankenversand,München,Germany,10488,1997-03-27,Raclette Courdavault,30.0,44.0,1320.0,March,1997
FRANK,Frankenversand,München,Germany,10488,1997-03-27,Röd Kaviar,20.0,12.0,240.0,March,1997
PICCO,Piccolo und mehr,Salzburg,Austria,10489,1997-03-28,Queso Cabrales,15.0,16.8,252.0,March,1997
PICCO,Piccolo und mehr,Salzburg,Austria,10489,1997-03-28,Pavlova,18.0,13.9,250.2,March,1997
HILAA,HILARION-Abastos,San Cristóbal,Venezuela,10490,1997-03-31,Raclette Courdavault,60.0,44.0,2640.0,March,1997
HILAA,HILARION-Abastos,San Cristóbal,Venezuela,10490,1997-03-31,Scottish Longbreads,30.0,10.0,300.0,March,1997
HILAA,HILARION-Abastos,San Cristóbal,Venezuela,10490,1997-03-31,Rhönbräu Klosterbier,36.0,6.2,223.2,March,1997
FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,10491,1997-03-31,Gula Malacca,15.0,15.5,232.5,March,1997
FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,10491,1997-03-31,Original Frankfurter grüne Soße,7.0,10.4,72.8,March,1997
BOTTM,Bottom-Dollar Markets,Tsawassen,Canada,10492,1997-04-01,NuNuCa Nuß-Nougat-Creme,60.0,11.2,672.0,April,1997
BOTTM,Bottom-Dollar Markets,Tsawassen,Canada,10492,1997-04-01,Singaporean Hokkien Fried Mee,20.0,11.2,224.0,April,1997
LAMAI,La maison d'Asie,Toulouse,France,10493,1997-04-02,Louisiana Fiery Hot Pepper Sauce,15.0,16.8,252.0,April,1997
LAMAI,La maison d'Asie,Toulouse,France,10493,1997-04-02,Louisiana Hot Spiced Okra,10.0,13.6,136.0,April,1997
LAMAI,La maison d'Asie,Toulouse,France,10493,1997-04-02,Gudbrandsdalsost,10.0,28.8,288.0,April,1997
COMMI,Comércio Mineiro,Sao Paulo,Brazil,10494,1997-04-02,Gnocchi di nonna Alice,30.0,30.4,912.0,April,1997
LAUGB,Laughing Bacchus Wine Cellars,Vancouver,Canada,10495,1997-04-03,Tunnbröd,10.0,7.2,72.0,April,1997
LAUGB,Laughing Bacchus Wine Cellars,Vancouver,Canada,10495,1997-04-03,Jack's New England Clam Chowder,20.0,7.7,154.0,April,1997
LAUGB,Laughing Bacchus Wine Cellars,Vancouver,Canada,10495,1997-04-03,Original Frankfurter grüne Soße,5.0,10.4,52.0,April,1997
TRADH,Tradiçao Hipermercados,Sao Paulo,Brazil,10496,1997-04-04,Gorgonzola Telino,20.0,10.0,200.0,April,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10497,1997-04-04,Gnocchi di nonna Alice,14.0,30.4,425.6,April,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10497,1997-04-04,Mozzarella di Giovanni,25.0,27.8,695.0,April,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10497,1997-04-04,Original Frankfurter grüne Soße,25.0,10.4,260.0,April,1997
HILAA,HILARION-Abastos,San Cristóbal,Venezuela,10498,1997-04-07,Guaraná Fantástica,14.0,4.5,63.0,April,1997
HILAA,HILARION-Abastos,San Cristóbal,Venezuela,10498,1997-04-07,Boston Crab Meat,5.0,18.4,92.0,April,1997
HILAA,HILARION-Abastos,San Cristóbal,Venezuela,10498,1997-04-07,Singaporean Hokkien Fried Mee,30.0,14.0,420.0,April,1997
LILAS,LILA-Supermercado,Barquisimeto,Venezuela,10499,1997-04-08,Rössle Sauerkraut,20.0,45.6,912.0,April,1997
LILAS,LILA-Supermercado,Barquisimeto,Venezuela,10499,1997-04-08,Maxilaku,25.0,20.0,500.0,April,1997
LAMAI,La maison d'Asie,Toulouse,France,10500,1997-04-09,Genen Shouyu,12.0,15.5,186.0,April,1997
LAMAI,La maison d'Asie,Toulouse,France,10500,1997-04-09,Rössle Sauerkraut,8.0,45.6,364.8,April,1997
BLAUS,Blauer See Delikatessen,Mannheim,Germany,10501,1997-04-09,Tourtiere,20.0,7.45,149.0,April,1997
PERIC,Pericles Comidas clásicas,México D.F.,Mexico,10502,1997-04-10,Rogede sild,21.0,9.5,199.5,April,1997
PERIC,Pericles Comidas clásicas,México D.F.,Mexico,10502,1997-04-10,Perth Pasties,6.0,32.8,196.8,April,1997
PERIC,Pericles Comidas clásicas,México D.F.,Mexico,10502,1997-04-10,Laughing Lumberjack Lager,30.0,14.0,420.0,April,1997
HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,10503,1997-04-11,Tofu,70.0,23.25,1627.5,April,1997
HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,10503,1997-04-11,Louisiana Fiery Hot Pepper Sauce,20.0,21.05,421.0,April,1997
WHITC,White Clover Markets,Seattle,Usa,10504,1997-04-11,Chang,12.0,19.0,228.0,April,1997
WHITC,White Clover Markets,Seattle,Usa,10504,1997-04-11,Sir Rodney's Scones,12.0,10.0,120.0,April,1997
WHITC,White Clover Markets,Seattle,Usa,10504,1997-04-11,Perth Pasties,10.0,32.8,328.0,April,1997
WHITC,White Clover Markets,Seattle,Usa,10504,1997-04-11,Sirop d'érable,25.0,28.5,712.5,April,1997
MEREP,Mere Paillarde,Montréal,Canada,10505,1997-04-14,Tarte au sucre,3.0,49.3,147.9,April,1997
KOENE,Königlich Essen,Brandenburg,Germany,10506,1997-04-15,NuNuCa Nuß-Nougat-Creme,18.0,14.0,252.0,April,1997
KOENE,Königlich Essen,Brandenburg,Germany,10506,1997-04-15,Outback Lager,14.0,15.0,210.0,April,1997
ANTON,Antonio Moreno Taquería,México D.F.,Mexico,10507,1997-04-15,Ipoh Coffee,15.0,46.0,690.0,April,1997
ANTON,Antonio Moreno Taquería,México D.F.,Mexico,10507,1997-04-15,Chocolade,15.0,12.75,191.25,April,1997
OTTIK,Ottilies Käseladen,Köln,Germany,10508,1997-04-16,Konbu,10.0,6.0,60.0,April,1997
OTTIK,Ottilies Käseladen,Köln,Germany,10508,1997-04-16,Chartreuse verte,10.0,18.0,180.0,April,1997
BLAUS,Blauer See Delikatessen,Mannheim,Germany,10509,1997-04-17,Rössle Sauerkraut,3.0,45.6,136.8,April,1997
SAVEA,Save-a-lot Markets,Boise,Usa,10510,1997-04-18,Thüringer Rostbratwurst,36.0,123.79,4456.44,April,1997
SAVEA,Save-a-lot Markets,Boise,Usa,10510,1997-04-18,Rhönbräu Klosterbier,36.0,7.75,279.0,April,1997
BONAP,Bon app',Marseille,France,10511,1997-04-18,Chef Anton's Cajun Seasoning,50.0,22.0,1100.0,April,1997
BONAP,Bon app',Marseille,France,10511,1997-04-18,Uncle Bob's Organic Dried Pears,50.0,30.0,1500.0,April,1997
BONAP,Bon app',Marseille,France,10511,1997-04-18,Northwoods Cranberry Sauce,10.0,40.0,400.0,April,1997
FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,10512,1997-04-21,Guaraná Fantástica,10.0,4.5,45.0,April,1997
FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,10512,1997-04-21,Spegesild,9.0,12.0,108.0,April,1997
FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,10512,1997-04-21,Zaanse koeken,6.0,9.5,57.0,April,1997
FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,10512,1997-04-21,Camembert Pierrot,12.0,34.0,408.0,April,1997
WANDK,Die Wandernde Kuh,Stuttgart,Germany,10513,1997-04-22,Sir Rodney's Scones,40.0,10.0,400.0,April,1997
WANDK,Die Wandernde Kuh,Stuttgart,Germany,10513,1997-04-22,Mascarpone Fabioli,50.0,32.0,1600.0,April,1997
WANDK,Die Wandernde Kuh,Stuttgart,Germany,10513,1997-04-22,Sirop d'érable,15.0,28.5,427.5,April,1997
ERNSH,Ernst Handel,Graz,Austria,10514,1997-04-22,Sir Rodney's Marmalade,39.0,81.0,3159.0,April,1997
ERNSH,Ernst Handel,Graz,Austria,10514,1997-04-22,Rössle Sauerkraut,35.0,45.6,1596.0,April,1997
ERNSH,Ernst Handel,Graz,Austria,10514,1997-04-22,Gnocchi di nonna Alice,70.0,38.0,2660.0,April,1997
ERNSH,Ernst Handel,Graz,Austria,10514,1997-04-22,Louisiana Fiery Hot Pepper Sauce,39.0,21.05,820.95,April,1997
ERNSH,Ernst Handel,Graz,Austria,10514,1997-04-22,Rhönbräu Klosterbier,50.0,7.75,387.5,April,1997
QUICK,QUICK-Stop,Cunewalde,Germany,10515,1997-04-23,Mishi Kobe Niku,16.0,97.0,1552.0,April,1997
QUICK,QUICK-Stop,Cunewalde,Germany,10515,1997-04-23,Pavlova,50.0,17.45,872.5,April,1997
QUICK,QUICK-Stop,Cunewalde,Germany,10515,1997-04-23,Schoggi Schokolade,120.0,43.9,5268.0,April,1997
QUICK,QUICK-Stop,Cunewalde,Germany,10515,1997-04-23,Geitost,16.0,2.5,40.0,April,1997
QUICK,QUICK-Stop,Cunewalde,Germany,10515,1997-04-23,Camembert Pierrot,84.0,34.0,2856.0,April,1997
HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,10516,1997-04-24,Carnarvon Tigers,25.0,62.5,1562.5,April,1997
HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,10516,1997-04-24,Jack's New England Clam Chowder,80.0,9.65,772.0,April,1997
HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,10516,1997-04-24,Singaporean Hokkien Fried Mee,20.0,14.0,280.0,April,1997
NORTS,North/South,London,Uk,10517,1997-04-24,Filo Mix,6.0,7.0,42.0,April,1997
NORTS,North/South,London,Uk,10517,1997-04-24,Raclette Courdavault,4.0,55.0,220.0,April,1997
NORTS,North/South,London,Uk,10517,1997-04-24,Outback Lager,6.0,15.0,90.0,April,1997
TORTU,Tortuga Restaurante,México D.F.,Mexico,10518,1997-04-25,Guaraná Fantástica,5.0,4.5,22.5,April,1997
TORTU,Tortuga Restaurante,México D.F.,Mexico,10518,1997-04-25,Côte de Blaye,15.0,263.5,3952.5,April,1997
TORTU,Tortuga Restaurante,México D.F.,Mexico,10518,1997-04-25,Gula Malacca,9.0,19.45,175.05,April,1997
CHOPS,Chop-suey Chinese,Bern,Switzerland,10519,1997-04-28,Ikura,16.0,31.0,496.0,April,1997
CHOPS,Chop-suey Chinese,Bern,Switzerland,10519,1997-04-28,Gnocchi di nonna Alice,40.0,38.0,1520.0,April,1997
CHOPS,Chop-suey Chinese,Bern,Switzerland,10519,1997-04-28,Camembert Pierrot,10.0,34.0,340.0,April,1997
SANTG,Santé Gourmet,Stavern,Norway,10520,1997-04-29,Guaraná Fantástica,8.0,4.5,36.0,April,1997
SANTG,Santé Gourmet,Stavern,Norway,10520,1997-04-29,Perth Pasties,5.0,32.8,164.0,April,1997
CACTU,Cactus Comidas para llevar,Buenos Aires,Argentina,10521,1997-04-29,Steeleye Stout,3.0,18.0,54.0,April,1997
CACTU,Cactus Comidas para llevar,Buenos Aires,Argentina,10521,1997-04-29,Jack's New England Clam Chowder,10.0,9.65,96.5,April,1997
CACTU,Cactus Comidas para llevar,Buenos Aires,Argentina,10521,1997-04-29,Scottish Longbreads,6.0,12.5,75.0,April,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10522,1997-04-30,Chai,40.0,18.0,720.0,April,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10522,1997-04-30,Northwoods Cranberry Sauce,24.0,40.0,960.0,April,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10522,1997-04-30,Nord-Ost Matjeshering,20.0,25.89,517.8,April,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10522,1997-04-30,Boston Crab Meat,25.0,18.4,460.0,April,1997
SEVES,Seven Seas Imports,London,Uk,10523,1997-05-01,Alice Mutton,25.0,39.0,975.0,May,1997
SEVES,Seven Seas Imports,London,Uk,10523,1997-05-01,Sir Rodney's Marmalade,15.0,81.0,1215.0,May,1997
SEVES,Seven Seas Imports,London,Uk,10523,1997-05-01,Gravad lax,18.0,26.0,468.0,May,1997
SEVES,Seven Seas Imports,London,Uk,10523,1997-05-01,Jack's New England Clam Chowder,6.0,9.65,57.9,May,1997
BERGS,Berglunds snabbköp,Lulea,Sweden,10524,1997-05-01,Ikura,2.0,31.0,62.0,May,1997
BERGS,Berglunds snabbköp,Lulea,Sweden,10524,1997-05-01,Nord-Ost Matjeshering,10.0,25.89,258.9,May,1997
BERGS,Berglunds snabbköp,Lulea,Sweden,10524,1997-05-01,Ipoh Coffee,60.0,46.0,2760.0,May,1997
BERGS,Berglunds snabbköp,Lulea,Sweden,10524,1997-05-01,Tourtiere,15.0,7.45,111.75,May,1997
BONAP,Bon app',Marseille,France,10525,1997-05-02,Inlagd Sill,30.0,19.0,570.0,May,1997
BONAP,Bon app',Marseille,France,10525,1997-05-02,Boston Crab Meat,15.0,18.4,276.0,May,1997
WARTH,Wartian Herkku,Oulu,Finland,10526,1997-05-05,Chai,8.0,18.0,144.0,May,1997
WARTH,Wartian Herkku,Oulu,Finland,10526,1997-05-05,Konbu,10.0,6.0,60.0,May,1997
WARTH,Wartian Herkku,Oulu,Finland,10526,1997-05-05,Gnocchi di nonna Alice,30.0,38.0,1140.0,May,1997
QUICK,QUICK-Stop,Cunewalde,Germany,10527,1997-05-05,Chef Anton's Cajun Seasoning,50.0,22.0,1100.0,May,1997
QUICK,QUICK-Stop,Cunewalde,Germany,10527,1997-05-05,Inlagd Sill,30.0,19.0,570.0,May,1997
GREAL,Great Lakes Food Market,Eugene,Usa,10528,1997-05-06,Queso Cabrales,3.0,21.0,63.0,May,1997
GREAL,Great Lakes Food Market,Eugene,Usa,10528,1997-05-06,Geitost,8.0,2.5,20.0,May,1997
GREAL,Great Lakes Food Market,Eugene,Usa,10528,1997-05-06,Mozzarella di Giovanni,9.0,34.8,313.2,May,1997
MAISD,Maison Dewey,Bruxelles,Belgium,10529,1997-05-07,Pâté chinois,14.0,24.0,336.0,May,1997
MAISD,Maison Dewey,Bruxelles,Belgium,10529,1997-05-07,Scottish Longbreads,20.0,12.5,250.0,May,1997
MAISD,Maison Dewey,Bruxelles,Belgium,10529,1997-05-07,Gudbrandsdalsost,10.0,36.0,360.0,May,1997
PICCO,Piccolo und mehr,Salzburg,Austria,10530,1997-05-08,Alice Mutton,40.0,39.0,1560.0,May,1997
PICCO,Piccolo und mehr,Salzburg,Austria,10530,1997-05-08,Ipoh Coffee,25.0,46.0,1150.0,May,1997
PICCO,Piccolo und mehr,Salzburg,Austria,10530,1997-05-08,Sirop d'érable,20.0,28.5,570.0,May,1997
PICCO,Piccolo und mehr,Salzburg,Austria,10530,1997-05-08,Lakkalikööri,50.0,18.0,900.0,May,1997
OCEAN,Océano Atlántico Ltda.,Buenos Aires,Argentina,10531,1997-05-08,Raclette Courdavault,2.0,55.0,110.0,May,1997
EASTC,Eastern Connection,London,Uk,10532,1997-05-09,Nord-Ost Matjeshering,15.0,25.89,388.35,May,1997
EASTC,Eastern Connection,London,Uk,10532,1997-05-09,Louisiana Hot Spiced Okra,24.0,17.0,408.0,May,1997
FOLKO,Folk och fä HB,Bräcke,Sweden,10533,1997-05-12,Chef Anton's Cajun Seasoning,50.0,22.0,1100.0,May,1997
FOLKO,Folk och fä HB,Bräcke,Sweden,10533,1997-05-12,Mozzarella di Giovanni,24.0,34.8,835.2,May,1997
FOLKO,Folk och fä HB,Bräcke,Sweden,10533,1997-05-12,Röd Kaviar,24.0,15.0,360.0,May,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10534,1997-05-12,Nord-Ost Matjeshering,10.0,25.89,258.9,May,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10534,1997-05-12,Boston Crab Meat,10.0,18.4,184.0,May,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10534,1997-05-12,Tourtiere,10.0,7.45,74.5,May,1997
ANTON,Antonio Moreno Taquería,México D.F.,Mexico,10535,1997-05-13,Queso Cabrales,50.0,21.0,1050.0,May,1997
ANTON,Antonio Moreno Taquería,México D.F.,Mexico,10535,1997-05-13,Boston Crab Meat,10.0,18.4,184.0,May,1997
ANTON,Antonio Moreno Taquería,México D.F.,Mexico,10535,1997-05-13,Ravioli Angelo,5.0,19.5,97.5,May,1997
ANTON,Antonio Moreno Taquería,México D.F.,Mexico,10535,1997-05-13,Raclette Courdavault,15.0,55.0,825.0,May,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10536,1997-05-14,Queso Manchego La Pastora,15.0,38.0,570.0,May,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10536,1997-05-14,Gorgonzola Telino,20.0,12.5,250.0,May,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10536,1997-05-14,Geitost,30.0,2.5,75.0,May,1997
LEHMS,Lehmanns Marktstand,Frankfurt A.M.,Germany,10536,1997-05-14,Camembert Pierrot,35.0,34.0,1190.0,May,1997
RICSU,Richter Supermarkt,Geneve,Switzerland,10537,1997-05-14,Gorgonzola Telino,30.0,12.5,375.0,May,1997
RICSU,Richter Supermarkt,Geneve,Switzerland,10537,1997-05-14,Manjimup Dried Apples,6.0,53.0,318.0,May,1997
RICSU,Richter Supermarkt,Geneve,Switzerland,10537,1997-05-14,Escargots de Bourgogne,20.0,13.25,265.0,May,1997
RICSU,Richter Supermarkt,Geneve,Switzerland,10537,1997-05-14,Mozzarella di Giovanni,21.0,34.8,730.8,May,1997
RICSU,Richter Supermarkt,Geneve,Switzerland,10537,1997-05-14,Röd Kaviar,9.0,15.0,135.0,May,1997
BSBEV,B's Beverages,London,Uk,10538,1997-05-15,Outback Lager,7.0,15.0,105.0,May,1997
BSBEV,B's Beverages,London,Uk,10538,1997-05-15,Mozzarella di Giovanni,1.0,34.8,34.8,May,1997
BSBEV,B's Beverages,London,Uk,10539,1997-05-16,Konbu,8.0,6.0,48.0,May,1997
BSBEV,B's Beverages,London,Uk,10539,1997-05-16,Sir Rodney's Scones,15.0,10.0,150.0,May,1997
