CustomerID;CompanyName;City;Country;OrderID;OrderDate;ProductName;Quantity;UnitPrice;TotalPrice
SPLIR;Split Rail Beer & Ale;Lander;USA;10432;1997-01-31 00:00:00.000;Tourtiere;40;5,90;236,00
PRINI;Princesa Isabel Vinhos;Lisboa;Portugal;10433;1997-02-03 00:00:00.000;Gnocchi di nonna Alice;28;30,40;851,20
FOLKO;Folk och fä HB;Bräcke;Sweden;10434;1997-02-03 00:00:00.000;Queso Cabrales;6;16,80;100,80
FOLKO;Folk och fä HB;Bräcke;Sweden;10434;1997-02-03 00:00:00.000;Lakkalikööri;18;14,40;259,20
CONSH;Consolidated Holdings;London;UK;10435;1997-02-04 00:00:00.000;Chang;10;15,20;152,00
CONSH;Consolidated Holdings;London;UK;10435;1997-02-04 00:00:00.000;Gustaf's Knäckebröd;12;16,80;201,60
CONSH;Consolidated Holdings;London;UK;10435;1997-02-04 00:00:00.000;Mozzarella di Giovanni;10;27,80;278,00
BLONP;Blondesddsl pere et fils;Strasbourg;France;10436;1997-02-05 00:00:00.000;Spegesild;5;9,60;48,00
BLONP;Blondesddsl pere et fils;Strasbourg;France;10436;1997-02-05 00:00:00.000;Gnocchi di nonna Alice;40;30,40;1216,00
BLONP;Blondesddsl pere et fils;Strasbourg;France;10436;1997-02-05 00:00:00.000;Wimmers gute Semmelknödel;30;26,60;798,00
BLONP;Blondesddsl pere et fils;Strasbourg;France;10436;1997-02-05 00:00:00.000;Rhönbräu Klosterbier;24;6,20;148,80
WARTH;Wartian Herkku;Oulu;Finland;10437;1997-02-05 00:00:00.000;Perth Pasties;15;26,20;393,00
TOMSP;Toms Spezialitäten;Münster;Germany;10438;1997-02-06 00:00:00.000;Teatime Chocolate Biscuits;15;7,30;109,50
TOMSP;Toms Spezialitäten;Münster;Germany;10438;1997-02-06 00:00:00.000;Sasquatch Ale;20;11,20;224,00
TOMSP;Toms Spezialitäten;Münster;Germany;10438;1997-02-06 00:00:00.000;Ravioli Angelo;15;15,60;234,00
MEREP;Mere Paillarde;Montréal;Canada;10439;1997-02-07 00:00:00.000;Queso Manchego La Pastora;15;30,40;456,00
MEREP;Mere Paillarde;Montréal;Canada;10439;1997-02-07 00:00:00.000;Pavlova;16;13,90;222,40
MEREP;Mere Paillarde;Montréal;Canada;10439;1997-02-07 00:00:00.000;Wimmers gute Semmelknödel;6;26,60;159,60
MEREP;Mere Paillarde;Montréal;Canada;10439;1997-02-07 00:00:00.000;Longlife Tofu;30;8,00;240,00
SAVEA;Save-a-lot Markets;Boise;USA;10440;1997-02-10 00:00:00.000;Chang;45;15,20;684,00
SAVEA;Save-a-lot Markets;Boise;USA;10440;1997-02-10 00:00:00.000;Pavlova;49;13,90;681,10
SAVEA;Save-a-lot Markets;Boise;USA;10440;1997-02-10 00:00:00.000;Thüringer Rostbratwurst;24;99,00;2376,00
SAVEA;Save-a-lot Markets;Boise;USA;10440;1997-02-10 00:00:00.000;Sirop d'érable;90;22,80;2052,00
OLDWO;Old World Delicatessen;Anchorage;USA;10441;1997-02-10 00:00:00.000;Schoggi Schokolade;50;35,10;1755,00
ERNSH;Ernst Handel;Graz;Austria;10442;1997-02-11 00:00:00.000;Queso Cabrales;30;16,80;504,00
ERNSH;Ernst Handel;Graz;Austria;10442;1997-02-11 00:00:00.000;Tourtiere;80;5,90;472,00
ERNSH;Ernst Handel;Graz;Austria;10442;1997-02-11 00:00:00.000;Louisiana Hot Spiced Okra;60;13,60;816,00
REGGC;Reggiani Caseifici;Reggio Emilia;Italy;10443;1997-02-12 00:00:00.000;Queso Cabrales;6;16,80;100,80
REGGC;Reggiani Caseifici;Reggio Emilia;Italy;10443;1997-02-12 00:00:00.000;Rössle Sauerkraut;12;36,40;436,80
BERGS;Berglunds snabbköp;Lulea;Sweden;10444;1997-02-12 00:00:00.000;Alice Mutton;10;31,20;312,00
BERGS;Berglunds snabbköp;Lulea;Sweden;10444;1997-02-12 00:00:00.000;Gumbär Gummibärchen;15;24,90;373,50
BERGS;Berglunds snabbköp;Lulea;Sweden;10444;1997-02-12 00:00:00.000;Steeleye Stout;8;14,40;115,20
BERGS;Berglunds snabbköp;Lulea;Sweden;10444;1997-02-12 00:00:00.000;Jack's New England Clam Chowder;30;7,70;231,00
BERGS;Berglunds snabbköp;Lulea;Sweden;10445;1997-02-13 00:00:00.000;Chartreuse verte;6;14,40;86,40
BERGS;Berglunds snabbköp;Lulea;Sweden;10445;1997-02-13 00:00:00.000;Tourtiere;15;5,90;88,50
TOMSP;Toms Spezialitäten;Münster;Germany;10446;1997-02-14 00:00:00.000;Teatime Chocolate Biscuits;12;7,30;87,60
TOMSP;Toms Spezialitäten;Münster;Germany;10446;1997-02-14 00:00:00.000;Guaraná Fantástica;20;3,60;72,00
TOMSP;Toms Spezialitäten;Münster;Germany;10446;1997-02-14 00:00:00.000;Gorgonzola Telino;3;10,00;30,00
TOMSP;Toms Spezialitäten;Münster;Germany;10446;1997-02-14 00:00:00.000;Filo Mix;15;5,60;84,00
RICAR;Ricardo Adocicados;Rio de Janeiro;Brazil;10447;1997-02-14 00:00:00.000;Teatime Chocolate Biscuits;40;7,30;292,00
RICAR;Ricardo Adocicados;Rio de Janeiro;Brazil;10447;1997-02-14 00:00:00.000;Louisiana Fiery Hot Pepper Sauce;35;16,80;588,00
RICAR;Ricardo Adocicados;Rio de Janeiro;Brazil;10447;1997-02-14 00:00:00.000;Flotemysost;2;17,20;34,40
RANCH;Rancho grande;Buenos Aires;Argentina;10448;1997-02-17 00:00:00.000;Gumbär Gummibärchen;6;24,90;149,40
RANCH;Rancho grande;Buenos Aires;Argentina;10448;1997-02-17 00:00:00.000;Boston Crab Meat;20;14,70;294,00
BLONP;Blondesddsl pere et fils;Strasbourg;France;10449;1997-02-18 00:00:00.000;Ikura;14;24,80;347,20
BLONP;Blondesddsl pere et fils;Strasbourg;France;10449;1997-02-18 00:00:00.000;Filo Mix;20;5,60;112,00
BLONP;Blondesddsl pere et fils;Strasbourg;France;10449;1997-02-18 00:00:00.000;Tarte au sucre;35;39,40;1379,00
VICTE;Victuailles en stock;Lyon;France;10450;1997-02-19 00:00:00.000;Ikura;20;24,80;496,00
VICTE;Victuailles en stock;Lyon;France;10450;1997-02-19 00:00:00.000;Tourtiere;6;5,90;35,40
QUICK;QUICK-Stop;Cunewalde;Germany;10451;1997-02-19 00:00:00.000;Pâté chinois;120;19,20;2304,00
QUICK;QUICK-Stop;Cunewalde;Germany;10451;1997-02-19 00:00:00.000;Wimmers gute Semmelknödel;35;26,60;931,00
QUICK;QUICK-Stop;Cunewalde;Germany;10451;1997-02-19 00:00:00.000;Louisiana Fiery Hot Pepper Sauce;28;16,80;470,40
QUICK;QUICK-Stop;Cunewalde;Germany;10451;1997-02-19 00:00:00.000;Original Frankfurter grüne Soße;55;10,40;572,00
SAVEA;Save-a-lot Markets;Boise;USA;10452;1997-02-20 00:00:00.000;Rössle Sauerkraut;15;36,40;546,00
SAVEA;Save-a-lot Markets;Boise;USA;10452;1997-02-20 00:00:00.000;Gula Malacca;100;15,50;1550,00
AROUT;Around the Horn;London;UK;10453;1997-02-21 00:00:00.000;Chocolade;15;10,20;153,00
AROUT;Around the Horn;London;UK;10453;1997-02-21 00:00:00.000;Outback Lager;25;12,00;300,00
LAMAI;La maison d'Asie;Toulouse;France;10454;1997-02-21 00:00:00.000;Pavlova;20;13,90;278,00
LAMAI;La maison d'Asie;Toulouse;France;10454;1997-02-21 00:00:00.000;Geitost;20;2,00;40,00
LAMAI;La maison d'Asie;Toulouse;France;10454;1997-02-21 00:00:00.000;Spegesild;10;9,60;96,00
WARTH;Wartian Herkku;Oulu;Finland;10455;1997-02-24 00:00:00.000;Chartreuse verte;20;14,40;288,00
WARTH;Wartian Herkku;Oulu;Finland;10455;1997-02-24 00:00:00.000;Perth Pasties;50;26,20;1310,00
WARTH;Wartian Herkku;Oulu;Finland;10455;1997-02-24 00:00:00.000;Sirop d'érable;25;22,80;570,00
WARTH;Wartian Herkku;Oulu;Finland;10455;1997-02-24 00:00:00.000;Flotemysost;30;17,20;516,00
KOENE;Königlich Essen;Brandenburg;Germany;10456;1997-02-25 00:00:00.000;Sir Rodney's Scones;40;8,00;320,00
KOENE;Königlich Essen;Brandenburg;Germany;10456;1997-02-25 00:00:00.000;Maxilaku;21;16,00;336,00
KOENE;Königlich Essen;Brandenburg;Germany;10457;1997-02-25 00:00:00.000;Raclette Courdavault;36;44,00;1584,00
SUPRD;Supremes délices;Charleroi;Belgium;10458;1997-02-26 00:00:00.000;Gumbär Gummibärchen;30;24,90;747,00
SUPRD;Supremes délices;Charleroi;Belgium;10458;1997-02-26 00:00:00.000;Rössle Sauerkraut;30;36,40;1092,00
SUPRD;Supremes délices;Charleroi;Belgium;10458;1997-02-26 00:00:00.000;Ipoh Coffee;20;36,80;736,00
SUPRD;Supremes délices;Charleroi;Belgium;10458;1997-02-26 00:00:00.000;Gnocchi di nonna Alice;15;30,40;456,00
SUPRD;Supremes délices;Charleroi;Belgium;10458;1997-02-26 00:00:00.000;Flotemysost;50;17,20;860,00
VICTE;Victuailles en stock;Lyon;France;10459;1997-02-27 00:00:00.000;Uncle Bob's Organic Dried Pears;16;24,00;384,00
VICTE;Victuailles en stock;Lyon;France;10459;1997-02-27 00:00:00.000;Spegesild;20;9,60;192,00
VICTE;Victuailles en stock;Lyon;France;10459;1997-02-27 00:00:00.000;Mozzarella di Giovanni;40;27,80;1112,00
FOLKO;Folk och fä HB;Bräcke;Sweden;10460;1997-02-28 00:00:00.000;Scottish Longbreads;21;10,00;210,00
FOLKO;Folk och fä HB;Bräcke;Sweden;10460;1997-02-28 00:00:00.000;Rhönbräu Klosterbier;4;6,20;24,80
LILAS;LILA-Supermercado;Barquisimeto;Venezuela;10461;1997-02-28 00:00:00.000;Sir Rodney's Scones;40;8,00;320,00
LILAS;LILA-Supermercado;Barquisimeto;Venezuela;10461;1997-02-28 00:00:00.000;Nord-Ost Matjeshering;28;20,70;579,60
LILAS;LILA-Supermercado;Barquisimeto;Venezuela;10461;1997-02-28 00:00:00.000;Pâté chinois;60;19,20;1152,00
CONSH;Consolidated Holdings;London;UK;10462;1997-03-03 00:00:00.000;Konbu;1;4,80;4,80
CONSH;Consolidated Holdings;London;UK;10462;1997-03-03 00:00:00.000;Tunnbröd;21;7,20;151,20
SUPRD;Supremes délices;Charleroi;Belgium;10463;1997-03-04 00:00:00.000;Teatime Chocolate Biscuits;21;7,30;153,30
SUPRD;Supremes délices;Charleroi;Belgium;10463;1997-03-04 00:00:00.000;Singaporean Hokkien Fried Mee;50;11,20;560,00
FURIB;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;10464;1997-03-04 00:00:00.000;Chef Anton's Cajun Seasoning;16;17,60;281,60
FURIB;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;10464;1997-03-04 00:00:00.000;Ipoh Coffee;3;36,80;110,40
FURIB;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;10464;1997-03-04 00:00:00.000;Gnocchi di nonna Alice;30;30,40;912,00
FURIB;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;10464;1997-03-04 00:00:00.000;Camembert Pierrot;20;27,20;544,00
VAFFE;Vaffeljernet;Arhus;Denmark;10465;1997-03-05 00:00:00.000;Guaraná Fantástica;25;3,60;90,00
VAFFE;Vaffeljernet;Arhus;Denmark;10465;1997-03-05 00:00:00.000;Thüringer Rostbratwurst;18;99,00;1782,00
VAFFE;Vaffeljernet;Arhus;Denmark;10465;1997-03-05 00:00:00.000;Boston Crab Meat;20;14,70;294,00
VAFFE;Vaffeljernet;Arhus;Denmark;10465;1997-03-05 00:00:00.000;Rogede sild;30;7,60;228,00
VAFFE;Vaffeljernet;Arhus;Denmark;10465;1997-03-05 00:00:00.000;Valkoinen suklaa;25;13,00;325,00
COMMI;Comércio Mineiro;Sao Paulo;Brazil;10466;1997-03-06 00:00:00.000;Queso Cabrales;10;16,80;168,00
COMMI;Comércio Mineiro;Sao Paulo;Brazil;10466;1997-03-06 00:00:00.000;Spegesild;5;9,60;48,00
MAGAA;Magazzini Alimentari Riuniti;Bergamo;Italy;10467;1997-03-06 00:00:00.000;Guaraná Fantástica;28;3,60;100,80
MAGAA;Magazzini Alimentari Riuniti;Bergamo;Italy;10467;1997-03-06 00:00:00.000;NuNuCa Nuß-Nougat-Creme;12;11,20;134,40
KOENE;Königlich Essen;Brandenburg;Germany;10468;1997-03-07 00:00:00.000;Nord-Ost Matjeshering;8;20,70;165,60
KOENE;Königlich Essen;Brandenburg;Germany;10468;1997-03-07 00:00:00.000;Ipoh Coffee;15;36,80;552,00
WHITC;White Clover Markets;Seattle;USA;10469;1997-03-10 00:00:00.000;Chang;40;15,20;608,00
WHITC;White Clover Markets;Seattle;USA;10469;1997-03-10 00:00:00.000;Pavlova;35;13,90;486,50
WHITC;White Clover Markets;Seattle;USA;10469;1997-03-10 00:00:00.000;Gula Malacca;2;15,50;31,00
BONAP;Bon app';Marseille;France;10470;1997-03-11 00:00:00.000;Carnarvon Tigers;30;50,00;1500,00
BONAP;Bon app';Marseille;France;10470;1997-03-11 00:00:00.000;Tunnbröd;15;7,20;108,00
BONAP;Bon app';Marseille;France;10470;1997-03-11 00:00:00.000;Wimmers gute Semmelknödel;8;26,60;212,80
BSBEV;B's Beverages;London;UK;10471;1997-03-11 00:00:00.000;Uncle Bob's Organic Dried Pears;30;24,00;720,00
BSBEV;B's Beverages;London;UK;10471;1997-03-11 00:00:00.000;Gnocchi di nonna Alice;20;30,40;608,00
SEVES;Seven Seas Imports;London;UK;10472;1997-03-12 00:00:00.000;Guaraná Fantástica;80;3,60;288,00
SEVES;Seven Seas Imports;London;UK;10472;1997-03-12 00:00:00.000;Manjimup Dried Apples;18;42,40;763,20
ISLAT;Island Trading;Cowes;UK;10473;1997-03-13 00:00:00.000;Geitost;12;2,00;24,00
ISLAT;Island Trading;Cowes;UK;10473;1997-03-13 00:00:00.000;Flotemysost;12;17,20;206,40
PERIC;Pericles Comidas clásicas;México D.F.;Mexico;10474;1997-03-13 00:00:00.000;Tofu;12;18,60;223,20
PERIC;Pericles Comidas clásicas;México D.F.;Mexico;10474;1997-03-13 00:00:00.000;Rössle Sauerkraut;18;36,40;655,20
PERIC;Pericles Comidas clásicas;México D.F.;Mexico;10474;1997-03-13 00:00:00.000;Boston Crab Meat;21;14,70;308,70
PERIC;Pericles Comidas clásicas;México D.F.;Mexico;10474;1997-03-13 00:00:00.000;Rhönbräu Klosterbier;10;6,20;62,00
SUPRD;Supremes délices;Charleroi;Belgium;10475;1997-03-14 00:00:00.000;Gorgonzola Telino;35;10,00;350,00
SUPRD;Supremes délices;Charleroi;Belgium;10475;1997-03-14 00:00:00.000;Louisiana Hot Spiced Okra;60;13,60;816,00
SUPRD;Supremes délices;Charleroi;Belgium;10475;1997-03-14 00:00:00.000;Lakkalikööri;42;14,40;604,80
HILAA;HILARION-Abastos;San Cristóbal;Venezuela;10476;1997-03-17 00:00:00.000;Pâté chinois;2;19,20;38,40
HILAA;HILARION-Abastos;San Cristóbal;Venezuela;10476;1997-03-17 00:00:00.000;Outback Lager;12;12,00;144,00
PRINI;Princesa Isabel Vinhos;Lisboa;Portugal;10477;1997-03-17 00:00:00.000;Chai;15;14,40;216,00
PRINI;Princesa Isabel Vinhos;Lisboa;Portugal;10477;1997-03-17 00:00:00.000;Sir Rodney's Scones;21;8,00;168,00
PRINI;Princesa Isabel Vinhos;Lisboa;Portugal;10477;1997-03-17 00:00:00.000;Chartreuse verte;20;14,40;288,00
VICTE;Victuailles en stock;Lyon;France;10478;1997-03-18 00:00:00.000;Ikura;20;24,80;496,00
RATTC;Rattlesnake Canyon Grocery;Albuquerque;USA;10479;1997-03-19 00:00:00.000;Côte de Blaye;30;210,80;6324,00
RATTC;Rattlesnake Canyon Grocery;Albuquerque;USA;10479;1997-03-19 00:00:00.000;Perth Pasties;28;26,20;733,60
RATTC;Rattlesnake Canyon Grocery;Albuquerque;USA;10479;1997-03-19 00:00:00.000;Raclette Courdavault;60;44,00;2640,00
RATTC;Rattlesnake Canyon Grocery;Albuquerque;USA;10479;1997-03-19 00:00:00.000;Wimmers gute Semmelknödel;30;26,60;798,00
FOLIG;Folies gourmandes;Lille;France;10480;1997-03-20 00:00:00.000;Zaanse koeken;30;7,60;228,00
FOLIG;Folies gourmandes;Lille;France;10480;1997-03-20 00:00:00.000;Raclette Courdavault;12;44,00;528,00
RICAR;Ricardo Adocicados;Rio de Janeiro;Brazil;10481;1997-03-20 00:00:00.000;Maxilaku;24;16,00;384,00
RICAR;Ricardo Adocicados;Rio de Janeiro;Brazil;10481;1997-03-20 00:00:00.000;Camembert Pierrot;40;27,20;1088,00
LAZYK;Lazy K Kountry Store;Walla Walla;USA;10482;1997-03-21 00:00:00.000;Boston Crab Meat;10;14,70;147,00
WHITC;White Clover Markets;Seattle;USA;10483;1997-03-24 00:00:00.000;Sasquatch Ale;35;11,20;392,00
WHITC;White Clover Markets;Seattle;USA;10483;1997-03-24 00:00:00.000;Original Frankfurter grüne Soße;30;10,40;312,00
BSBEV;B's Beverages;London;UK;10484;1997-03-24 00:00:00.000;Sir Rodney's Scones;14;8,00;112,00
BSBEV;B's Beverages;London;UK;10484;1997-03-24 00:00:00.000;Boston Crab Meat;10;14,70;147,00
BSBEV;B's Beverages;London;UK;10484;1997-03-24 00:00:00.000;Manjimup Dried Apples;3;42,40;127,20
LINOD;LINO-Delicateses;I. de Margarita;Venezuela;10485;1997-03-25 00:00:00.000;Chang;20;15,20;304,00
LINOD;LINO-Delicateses;I. de Margarita;Venezuela;10485;1997-03-25 00:00:00.000;Aniseed Syrup;20;8,00;160,00
LINOD;LINO-Delicateses;I. de Margarita;Venezuela;10485;1997-03-25 00:00:00.000;Pâté chinois;30;19,20;576,00
LINOD;LINO-Delicateses;I. de Margarita;Venezuela;10485;1997-03-25 00:00:00.000;Outback Lager;60;12,00;720,00
HILAA;HILARION-Abastos;San Cristóbal;Venezuela;10486;1997-03-26 00:00:00.000;Queso Cabrales;5;16,80;84,00
HILAA;HILARION-Abastos;San Cristóbal;Venezuela;10486;1997-03-26 00:00:00.000;Manjimup Dried Apples;25;42,40;1060,00
HILAA;HILARION-Abastos;San Cristóbal;Venezuela;10486;1997-03-26 00:00:00.000;Longlife Tofu;16;8,00;128,00
QUEEN;Queen Cozinha;Sao Paulo;Brazil;10487;1997-03-26 00:00:00.000;Teatime Chocolate Biscuits;5;7,30;36,50
QUEEN;Queen Cozinha;Sao Paulo;Brazil;10487;1997-03-26 00:00:00.000;Gumbär Gummibärchen;30;24,90;747,00
QUEEN;Queen Cozinha;Sao Paulo;Brazil;10487;1997-03-26 00:00:00.000;Tourtiere;24;5,90;141,60
FRANK;Frankenversand;München;Germany;10488;1997-03-27 00:00:00.000;Raclette Courdavault;30;44,00;1320,00
FRANK;Frankenversand;München;Germany;10488;1997-03-27 00:00:00.000;Röd Kaviar;20;12,00;240,00
PICCO;Piccolo und mehr;Salzburg;Austria;10489;1997-03-28 00:00:00.000;Queso Cabrales;15;16,80;252,00
PICCO;Piccolo und mehr;Salzburg;Austria;10489;1997-03-28 00:00:00.000;Pavlova;18;13,90;250,20
HILAA;HILARION-Abastos;San Cristóbal;Venezuela;10490;1997-03-31 00:00:00.000;Raclette Courdavault;60;44,00;2640,00
HILAA;HILARION-Abastos;San Cristóbal;Venezuela;10490;1997-03-31 00:00:00.000;Scottish Longbreads;30;10,00;300,00
HILAA;HILARION-Abastos;San Cristóbal;Venezuela;10490;1997-03-31 00:00:00.000;Rhönbräu Klosterbier;36;6,20;223,20
FURIB;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;10491;1997-03-31 00:00:00.000;Gula Malacca;15;15,50;232,50
FURIB;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;10491;1997-03-31 00:00:00.000;Original Frankfurter grüne Soße;7;10,40;72,80
BOTTM;Bottom-Dollar Markets;Tsawassen;Canada;10492;1997-04-01 00:00:00.000;NuNuCa Nuß-Nougat-Creme;60;11,20;672,00
BOTTM;Bottom-Dollar Markets;Tsawassen;Canada;10492;1997-04-01 00:00:00.000;Singaporean Hokkien Fried Mee;20;11,20;224,00
LAMAI;La maison d'Asie;Toulouse;France;10493;1997-04-02 00:00:00.000;Louisiana Fiery Hot Pepper Sauce;15;16,80;252,00
LAMAI;La maison d'Asie;Toulouse;France;10493;1997-04-02 00:00:00.000;Louisiana Hot Spiced Okra;10;13,60;136,00
LAMAI;La maison d'Asie;Toulouse;France;10493;1997-04-02 00:00:00.000;Gudbrandsdalsost;10;28,80;288,00
COMMI;Comércio Mineiro;Sao Paulo;Brazil;10494;1997-04-02 00:00:00.000;Gnocchi di nonna Alice;30;30,40;912,00
LAUGB;Laughing Bacchus Wine Cellars;Vancouver;Canada;10495;1997-04-03 00:00:00.000;Tunnbröd;10;7,20;72,00
LAUGB;Laughing Bacchus Wine Cellars;Vancouver;Canada;10495;1997-04-03 00:00:00.000;Jack's New England Clam Chowder;20;7,70;154,00
LAUGB;Laughing Bacchus Wine Cellars;Vancouver;Canada;10495;1997-04-03 00:00:00.000;Original Frankfurter grüne Soße;5;10,40;52,00
TRADH;Tradiçao Hipermercados;Sao Paulo;Brazil;10496;1997-04-04 00:00:00.000;Gorgonzola Telino;20;10,00;200,00
LEHMS;Lehmanns Marktstand;Frankfurt a.M.;Germany;10497;1997-04-04 00:00:00.000;Gnocchi di nonna Alice;14;30,40;425,60
LEHMS;Lehmanns Marktstand;Frankfurt a.M.;Germany;10497;1997-04-04 00:00:00.000;Mozzarella di Giovanni;25;27,80;695,00
LEHMS;Lehmanns Marktstand;Frankfurt a.M.;Germany;10497;1997-04-04 00:00:00.000;Original Frankfurter grüne Soße;25;10,40;260,00
HILAA;HILARION-Abastos;San Cristóbal;Venezuela;10498;1997-04-07 00:00:00.000;Guaraná Fantástica;14;4,50;63,00
HILAA;HILARION-Abastos;San Cristóbal;Venezuela;10498;1997-04-07 00:00:00.000;Boston Crab Meat;5;18,40;92,00
HILAA;HILARION-Abastos;San Cristóbal;Venezuela;10498;1997-04-07 00:00:00.000;Singaporean Hokkien Fried Mee;30;14,00;420,00
LILAS;LILA-Supermercado;Barquisimeto;Venezuela;10499;1997-04-08 00:00:00.000;Rössle Sauerkraut;20;45,60;912,00
LILAS;LILA-Supermercado;Barquisimeto;Venezuela;10499;1997-04-08 00:00:00.000;Maxilaku;25;20,00;500,00
LAMAI;La maison d'Asie;Toulouse;France;10500;1997-04-09 00:00:00.000;Genen Shouyu;12;15,50;186,00
LAMAI;La maison d'Asie;Toulouse;France;10500;1997-04-09 00:00:00.000;Rössle Sauerkraut;8;45,60;364,80
BLAUS;Blauer See Delikatessen;Mannheim;Germany;10501;1997-04-09 00:00:00.000;Tourtiere;20;7,45;149,00
PERIC;Pericles Comidas clásicas;México D.F.;Mexico;10502;1997-04-10 00:00:00.000;Rogede sild;21;9,50;199,50
PERIC;Pericles Comidas clásicas;México D.F.;Mexico;10502;1997-04-10 00:00:00.000;Perth Pasties;6;32,80;196,80
PERIC;Pericles Comidas clásicas;México D.F.;Mexico;10502;1997-04-10 00:00:00.000;Laughing Lumberjack Lager;30;14,00;420,00
HUNGO;Hungry Owl All-Night Grocers;Cork;Ireland;10503;1997-04-11 00:00:00.000;Tofu;70;23,25;1627,50
HUNGO;Hungry Owl All-Night Grocers;Cork;Ireland;10503;1997-04-11 00:00:00.000;Louisiana Fiery Hot Pepper Sauce;20;21,05;421,00
WHITC;White Clover Markets;Seattle;USA;10504;1997-04-11 00:00:00.000;Chang;12;19,00;228,00
WHITC;White Clover Markets;Seattle;USA;10504;1997-04-11 00:00:00.000;Sir Rodney's Scones;12;10,00;120,00
WHITC;White Clover Markets;Seattle;USA;10504;1997-04-11 00:00:00.000;Perth Pasties;10;32,80;328,00
WHITC;White Clover Markets;Seattle;USA;10504;1997-04-11 00:00:00.000;Sirop d'érable;25;28,50;712,50
MEREP;Mere Paillarde;Montréal;Canada;10505;1997-04-14 00:00:00.000;Tarte au sucre;3;49,30;147,90
KOENE;Königlich Essen;Brandenburg;Germany;10506;1997-04-15 00:00:00.000;NuNuCa Nuß-Nougat-Creme;18;14,00;252,00
KOENE;Königlich Essen;Brandenburg;Germany;10506;1997-04-15 00:00:00.000;Outback Lager;14;15,00;210,00
ANTON;Antonio Moreno Taquería;México D.F.;Mexico;10507;1997-04-15 00:00:00.000;Ipoh Coffee;15;46,00;690,00
ANTON;Antonio Moreno Taquería;México D.F.;Mexico;10507;1997-04-15 00:00:00.000;Chocolade;15;12,75;191,25
OTTIK;Ottilies Käseladen;Köln;Germany;10508;1997-04-16 00:00:00.000;Konbu;10;6,00;60,00
OTTIK;Ottilies Käseladen;Köln;Germany;10508;1997-04-16 00:00:00.000;Chartreuse verte;10;18,00;180,00
BLAUS;Blauer See Delikatessen;Mannheim;Germany;10509;1997-04-17 00:00:00.000;Rössle Sauerkraut;3;45,60;136,80
SAVEA;Save-a-lot Markets;Boise;USA;10510;1997-04-18 00:00:00.000;Thüringer Rostbratwurst;36;123,79;4456,44
SAVEA;Save-a-lot Markets;Boise;USA;10510;1997-04-18 00:00:00.000;Rhönbräu Klosterbier;36;7,75;279,00
BONAP;Bon app';Marseille;France;10511;1997-04-18 00:00:00.000;Chef Anton's Cajun Seasoning;50;22,00;1100,00
BONAP;Bon app';Marseille;France;10511;1997-04-18 00:00:00.000;Uncle Bob's Organic Dried Pears;50;30,00;1500,00
BONAP;Bon app';Marseille;France;10511;1997-04-18 00:00:00.000;Northwoods Cranberry Sauce;10;40,00;400,00
FAMIA;Familia Arquibaldo;Sao Paulo;Brazil;10512;1997-04-21 00:00:00.000;Guaraná Fantástica;10;4,50;45,00
FAMIA;Familia Arquibaldo;Sao Paulo;Brazil;10512;1997-04-21 00:00:00.000;Spegesild;9;12,00;108,00
FAMIA;Familia Arquibaldo;Sao Paulo;Brazil;10512;1997-04-21 00:00:00.000;Zaanse koeken;6;9,50;57,00
FAMIA;Familia Arquibaldo;Sao Paulo;Brazil;10512;1997-04-21 00:00:00.000;Camembert Pierrot;12;34,00;408,00
WANDK;Die Wandernde Kuh;Stuttgart;Germany;10513;1997-04-22 00:00:00.000;Sir Rodney's Scones;40;10,00;400,00
WANDK;Die Wandernde Kuh;Stuttgart;Germany;10513;1997-04-22 00:00:00.000;Mascarpone Fabioli;50;32,00;1600,00
WANDK;Die Wandernde Kuh;Stuttgart;Germany;10513;1997-04-22 00:00:00.000;Sirop d'érable;15;28,50;427,50
ERNSH;Ernst Handel;Graz;Austria;10514;1997-04-22 00:00:00.000;Sir Rodney's Marmalade;39;81,00;3159,00
ERNSH;Ernst Handel;Graz;Austria;10514;1997-04-22 00:00:00.000;Rössle Sauerkraut;35;45,60;1596,00
ERNSH;Ernst Handel;Graz;Austria;10514;1997-04-22 00:00:00.000;Gnocchi di nonna Alice;70;38,00;2660,00
ERNSH;Ernst Handel;Graz;Austria;10514;1997-04-22 00:00:00.000;Louisiana Fiery Hot Pepper Sauce;39;21,05;820,95
ERNSH;Ernst Handel;Graz;Austria;10514;1997-04-22 00:00:00.000;Rhönbräu Klosterbier;50;7,75;387,50
QUICK;QUICK-Stop;Cunewalde;Germany;10515;1997-04-23 00:00:00.000;Mishi Kobe Niku;16;97,00;1552,00
QUICK;QUICK-Stop;Cunewalde;Germany;10515;1997-04-23 00:00:00.000;Pavlova;50;17,45;872,50
QUICK;QUICK-Stop;Cunewalde;Germany;10515;1997-04-23 00:00:00.000;Schoggi Schokolade;120;43,90;5268,00
QUICK;QUICK-Stop;Cunewalde;Germany;10515;1997-04-23 00:00:00.000;Geitost;16;2,50;40,00
